old_name,new_name
PEROSPHERE TECHNOLOGIES INC.,PEROSPHERE TECHNOLOGIES INC.
"PERLARA, PBC","PERLARA, PBC"
"OZARK HEALTH VENTURES, LLC","OZARK HEALTH VENTURES, LLC"
PERIKINETICS INC,PERIKINETICS INC
Otterbein College,Otterbein College
"PARAMITA THERAPEUTICS, INC.","PARAMITA THERAPEUTICS, INC."
"OtoNexus Medical Technologies, Inc","OtoNexus Medical Technologies, Inc"
PARAMIUM TECHNOLOGIES LLC,PARAMIUM TECHNOLOGIES LLC
PARAMOUNT PLANET PRODUCT,PARAMOUNT PLANET PRODUCT
"PARASITE ID, CORP.","PARASITE ID, Corporation."
Oregon State University Marine Science Center,Oregon State University Marine Science Center
"Oregon Institute of Marine Biology, University of Oregon","Oregon Institute of Marine Biology, University of Oregon"
PARC INNOVATIONS LLC,PARC INNOVATIONS LLC
"PARION SCIENCES, INC.","PARION SCIENCES, INC."
"PARK THERAPEUTICS, INC.","PARK THERAPEUTICS, INC."
Oregon Institute of Marine Biology,Oregon Institute of Marine Biology
Oregon Insitute of Marine Biology,Oregon Insitute of Marine Biology
Oregon,Oregon
"Optical Waters, Inc.","Optical Waters, Inc."
"PARTICLE4X, INC.","PARTICLE4X, INC."
Opal Grand Oceanfront Resort,Opal Grand Oceanfront Resort
XplorStem LLC,XplorStem LLC
Xonotiv LLC,Xonotiv LLC
PARTNERSHIP FOR RESEARCH/ACTION/HEALTH,PARTNERSHIP FOR RESEARCH/ACTION/HEALTH
Xona Space Systems,Xona Space Systems
Oxford College of Emory University,Oxford College of Emory University
"Oxford University, Mathematical Institute","Oxford University, Mathematical Institute"
YAKAMA TRIBAL COUNCIL D/B/A CONFEDERATED TRIBES AND BANDS OF THE YAKAMA NATION,YAKAMA TRIBAL COUNCIL D/B/A CONFEDERATED TRIBES AND BANDS OF THE YAKAMA NATION
"PALANTIR TECHNOLOGIES, INC.","PALANTIR TECHNOLOGIES, INC."
"PALMETTO INNOVATIVE EDUCATION, LLC","PALMETTO INNOVATIVE EDUCATION, LLC"
PALLADIAS LLC,PALLADIAS LLC
"PALVELLA THERAPEUTICS, INC.","PALVELLA THERAPEUTICS, INC."
YEMAACHI BIOTECH,YEMAACHI BIOTECH
"YEBOAH, AMY","YEBOAH, AMY"
PANACEA INTERACTIVE LLC,PANACEA INTERACTIVE LLC
"PALENA THERAPEUTICS, INC.","PALENA THERAPEUTICS, INC."
PANGEA CHAT LLC,PANGEA CHAT LLC
PANGEA LLC,PANGEA LLC
PALANQUIN POWER INC,PALANQUIN POWER INC
"PARAMETRIC STUDIO, INC.","PARAMETRIC STUDIO, INC."
"YAYA SCIENTIFIC, LLC","YAYA SCIENTIFIC, LLC"
"PAK BIOSOLUTIONS, INC.","PAK BIOSOLUTIONS, INC."
PANOME BIO INC,PANOME BIO INC
YASO THERAPEUTICS INC,YASO THERAPEUTICS INC
YENEPOYA (DEEMED TO BE UNIVERSITY),YENEPOYA (DEEMED TO BE UNIVERSITY)
"PACIFIC OPTICA, INC.","PACIFIC OPTICA, INC."
"YANK TECHNOLOGIES, INC.","YANK TECHNOLOGIES, INC."
"PARALLEL PIPES, LLC","PARALLEL PIPES, LLC"
PACDNA LLC,PACDNA LLC
Onai Inc.,Onai Inc.
"OmniCyte, LLC","OmniCyte, LLC"
Olivia Kosterlitz,Olivia Kosterlitz
"PEPTIFORGE, INC","PEPTIFORGE, INC"
"PEER TECHNOLOGIES, PLLC","PEER TECHNOLOGIES, PLLC"
Oden Institute at the University of Texas at Austin,Oden Institute
PELVA HEALTH CORPORATION,PELVA HEALTH CORPORATION
"PENDAR TECHNOLOGIES, LLC","PENDAR TECHNOLOGIES, LLC"
"XORAN TECHNOLOGIES, LLC","XORAN TECHNOLOGIES, LLC"
PENNSYLVANIA WESTERN UNIVERSITY,PENNSYLVANIA WESTERN UNIVERSITY
Obsidian Sensors,Obsidian Sensors
"PENSIEVISION, INC.","PENSIEVISION, INC."
"PEOPLE DESIGNS, INC.","PEOPLE DESIGNS, INC."
PERAWATT ENERGY INC.,PERAWATT ENERGY INC.
PECA LABS,PECA LABS
PERCEPT BIOSCIENCES INC.,PERCEPT BIOSCIENCES INC.
PERCEPTION DYNAMICS INSTITUTE,PERCEPTION DYNAMICS INSTITUTE
"PERCEPTIVE TECHNOLOGIES, INC.","PERCEPTIVE TECHNOLOGIES, INC."
Observatories of the Carnegie Institution for Science,Observatories of the Carnegie Institution for Science
"PERCEPTIVO, LLC","PERCEPTIVO, LLC"
"PERCEPTRA TECHNOLOGIES, INC.","PERCEPTRA TECHNOLOGIES, INC."
PERFUSIO CORP.,PERFUSIO Corporation.
"PERFUSION SOLUTIONS, INC.","PERFUSION SOLUTIONS, INC."
"Obeewan Technologies, Inc.","Obeewan Technologies, Inc."
PEDIADOSE LLC,PEDIADOSE LLC
"PEARLHILL TECHNOLOGIES, LLC","PEARLHILL TECHNOLOGIES, LLC"
PASCAL TAGS INC,PASCAL TAGS INC
PAVAJ VASCULAR CORPORATION,PAVAJ VASCULAR CORPORATION
Olin Hall,Olin Hall
"PATAIGIN, LLC","PATAIGIN, LLC"
"PATCHCLAMP MEDTECH, INC.","PATCHCLAMP MEDTECH, INC."
XYLOCOR THERAPEUTICS INC,XYLOCOR THERAPEUTICS INC
Olin College of Engineering,Olin College of Engineering
PATH,PATH
PATH2CAREGIVING LLC,PATH2CAREGIVING LLC
Old Dominion Research Foundation,Old Dominion Research Foundation
PATHFLOW INC.,PATHFLOW INC.
PAVMED INC.,PAVMED INC.
"Office of Sponsored Programs, University of Pittsburgh","Office of Sponsored Programs, University of Pittsburgh"
"Ohio State University, Fontana Corrosion Center","Ohio State University, Fontana Corrosion Center"
"PAXVAX, INC.","PAXVAX, INC."
"YERBA BUENA VR, INC.","YERBA BUENA VR, INC."
"PEACEFULLY, INC.","PEACEFULLY, INC."
"Ohio State University, Dept. of Chemistry and Biochemistry","Ohio State University, Dept. of Chemistry and Biochemistry"
"PEARL DIAGNOSTICS, INC.","PEARL DIAGNOSTICS, INC."
Ohio State University Physics,Ohio State University Physics
PEARL SCIENTIFIC LLC,PEARL SCIENTIFIC LLC
YOLO IMMUNE INC,YOLO IMMUNE INC
"PLURISTEM, LTD","PLURISTEM, LTD"
"ORYGYN MEDICAL DEVICES, LLC","ORYGYN MEDICAL DEVICES, LLC"
WOODS & POOLE ECONOMICS I,WOODS & POOLE ECONOMICS I
"PUERTO RICO SCIENCE, TECHNOLOGY AND RESEARCH TRUST","PUERTO RICO SCIENCE, TECHNOLOGY AND RESEARCH TRUST"
"OMNISCIENT IMAGING, INC.","OMNISCIENT IMAGING, INC."
Wayland Baptist College,Wayland Baptist College
"PROTON BIO, INC.","PROTON BIO, INC."
"OMNIOX, INC.","OMNIOX, INC."
"OMNIBUS MEDICAL DEVICES, LLC","OMNIBUS MEDICAL DEVICES, LLC"
"OMNECOIL INSTRUMENTS, INC.","OMNECOIL INSTRUMENTS, INC."
OMETA LABS LLC,OMETA LABS LLC
"PSEUDOLITHIC, LLC","PSEUDOLITHIC, LLC"
"PSY THERAPEUTICS, INC.","PSY THERAPEUTICS, INC."
"PSYC TECH, LTD","PSYC TECH, LTD"
Washburn University of Topeka,Washburn University of Topeka
OM THERAPEUTICS INC.,OM THERAPEUTICS INC.
"PSYONIC, Inc.","PSYONIC, Inc."
OLMEDA BIOSCIENCES LLC,OLMEDA BIOSCIENCES LLC
OLIPHA INC,OLIPHA INC
"Waksman Institute, Rutgers University","Waksman Institute, Rutgers University"
PUBLIC POLICY LAB,PUBLIC POLICY LAB
ZEBRAMD INC.,ZEBRAMD INC.
ZEEST BIO INC,ZEEST BIO INC
ZENOLEAP LLC,ZENOLEAP LLC
PUERTO RICO DEPARTMENT OF HEALTH,PUERTO RICO DEPARTMENT OF HEALTH
"PROTEOVISTA, LLC","PROTEOVISTA, LLC"
Weill Cornell Graduate School of Medical Sciences,Weill Cornell Graduate School of Medical Sciences
"OMNISPEECH, LLC","OMNISPEECH, LLC"
"PROMILEAD, LLC","PROMILEAD, LLC"
"PRODA BIOTECH, LLC","PRODA BIOTECH, LLC"
"PRODIGY BIOTECH, INC.","PRODIGY BIOTECH, INC."
"ONCOSPHERIX, INC.","ONCOSPHERIX, INC."
"PROGENTEC DIAGNOSTICS, INC.","PROGENTEC DIAGNOSTICS, INC."
Wellesley College,Wellesley College
ONCONAUT THERAPEUTICS INC.,ONCONAUT THERAPEUTICS INC.
PROLOCOR INC.,PROLOCOR INC.
"PROMEDIX, INC.","PROMEDIX, INC."
ONCOBIOMIX INC.,ONCOBIOMIX INC.
"ONCOARENDI THERAPEUTICS, LLC","ONCOARENDI THERAPEUTICS, LLC"
OMNISYNC INCORPORATED,OMNISYNC INCORPORATED
"ONCA BIO, INC.","ONCA BIO, INC."
Weill Medical College of Cornell University,Weill Medical College of Cornell University
"PRONEUROGEN, INC.","PRONEUROGEN, INC."
"PROTABIT, LLC","PROTABIT, LLC"
"ON DEMAND PHARMACEUTICALS, INC.","ON DEMAND PHARMACEUTICALS, INC."
PROTEAN BIO INC.,PROTEAN BIO INC.
PROTEIN DESIGN SOLUTIONS LLC,PROTEIN DESIGN SOLUTIONS LLC
"ZEBRA ANALYTIX, INC.","ZEBRA ANALYTIX, INC."
"OMVAX, INC.","OMVAX, INC."
OLERA INC.,OLERA INC.
"PULSE BIOSCIENCES, INC.","PULSE BIOSCIENCES, INC."
"POD NETWORK, LLC","POD NETWORK, LLC"
"OKRA MEDICAL, INC.","OKRA MEDICAL, INC."
"Pace University, Seidenberg School","Pace University, Seidenberg School"
Paleontological Research Institution,Paleontological Research Institution
"Parkview Hospital, Inc.","Parkview Hospital, Inc."
"OCEAN MOTION TECHNOLOGIES, INC.","OCEAN MOTION TECHNOLOGIES, INC."
Paul G. Allen School of Computer Science and Engineering,Paul G. Allen School of Computer Science and Engineering
Paul Smith's College of Arts and Sciences,Paul Smith's College of Arts and Sciences
"Pearl Street Technologies, LLC","Pearl Street Technologies, LLC"
OBLIVIOUS LABS INC.,OBLIVIOUS LABS INC.
"PediaMetrix, Inc.","PediaMetrix, Inc."
Penn State Altoona College,Penn State Altoona College
Penn State Erie,Penn State Erie
"Penn State Erie, The Behrend College","Penn State Erie, The Behrend College"
Penn State Scranton,Penn State Scranton
Penn State Univ University Park,Penn State University
"Penn State University, Berks Campus","Penn State University, Berks Campus"
"OBATALA SCIENCES, INC.","OBATALA SCIENCES, INC."
WPI,WPI
"Penn State University, University Park","Penn State University,"
"Penn State, College of IST","Penn State, College of IST"
WORD OF MOUTH TECHNOLOGIES INC.,WORD OF MOUTH TECHNOLOGIES INC.
Pennsylvania State Univ Berks Campus,Pennsylvania State University Berks Campus
PZA INNOVATION LLC,PZA INNOVATION LLC
"ZENVAX, LLC","ZENVAX, LLC"
PYXIS PARTNERS LLC,PYXIS PARTNERS LLC
"PURAFIDE, LLC","PURAFIDE, LLC"
"PULSEIMAGING.AI, LLC","PULSEIMAGING.AI, LLC"
"OGB5, INC.","OGB5, INC."
PULVINAR NEURO LLC,PULVINAR NEURO LLC
WVU Constructed Facilities Center,WVU Constructed Facilities Center
PUMPKIN BABY INC.,PUMPKIN BABY INC.
OGB4 INC,OGB4 INC
"PUPIL BIO, INC.","PUPIL BIO, INC."
"OFF-WORLD, INC","OFF-WORLD, INC"
"PURACATH MEDICAL, INC.","PURACATH MEDICAL, INC."
"PURDUE APPLIED RESEARCH INSTITUTE, LLC","PURDUE APPLIED RESEARCH INSTITUTE, LLC"
OCULOGENEX,OCULOGENEX
"PURE GREEN PHARMACEUTICALS, INC.","PURE GREEN PHARMACEUTICALS, INC."
PURELI INC,PURELI INC
"PURINE PHARMACEUTICALS, INC.","PURINE PHARMACEUTICALS, INC."
OFF PLANET RESEARCH L.L.C.,OFF PLANET RESEARCH L.L.C.
"PXALPHA, LLC","PXALPHA, LLC"
"PYRAMES, INC.","PYRAMES, INC."
"PYRAMID TECHNICAL CONSULTANTS, INC.","PYRAMID TECHNICAL CONSULTANTS, INC."
OCUVERA LLC,OCUVERA LLC
PYROJAS INC,PYROJAS INC
"PROACTIVE MEMORY SERVICES, INC.","PROACTIVE MEMORY SERVICES, INC."
"PROACTIVE LIFE, INC.","PROACTIVE LIFE, INC."
"ONCOTAB, INC","ONCOTAB, INC"
"ONCTERNAL THERAPEUTICS, INC.","ONCTERNAL THERAPEUTICS, INC."
POPNEURON LLC,POPNEURON LLC
Wlliam Marsh Rice University,Wlliam Marsh Rice University
POTENTIA ANALYTICS INC,POTENTIA ANALYTICS INC
"Yale University, Physics Dept. - Wright Lab.","Yale University, Physics Dept."
Wisconsin National Primate Research Center,Wisconsin National Primate Research Center
"POTLUCK, LLC","POTLUCK, LLC"
"POWELL MANSFIELD, INC.","POWELL MANSFIELD, INC."
"POWER 3D, INC","POWER 3D, INC"
"ORA BIOMEDICAL, INC.","ORA BIOMEDICAL, INC."
OPUS GENETICS INC.,OPUS GENETICS INC.
"POWERTECH WATER, INC.","POWERTECH WATER, INC."
Yale-Ministry of Health OLaGA Research Center,Yale-Ministry of Health OLaGA Research Center
"Wisconsin IceCube Particle Astrophysics Center, UW-Madison","Wisconsin IceCube Particle Astrophysics Center, UW-Madison"
"PPI PHARMACEUTICALS, LLC","PPI PHARMACEUTICALS, LLC"
"OPTOSURGICAL, LLC","OPTOSURGICAL, LLC"
Young Peoples Project Inc.,Young Peoples Project Inc.
Wisconsin IceCube Particle Astrophysics Center,Wisconsin IceCube Particle Astrophysics Center
OPTIMAL MOBILITY INC,OPTIMAL MOBILITY INC
"OPTIMA INTEGRATED HEALTH, INC.","OPTIMA INTEGRATED HEALTH, INC."
Whiteface Mountain Research Observatory,Whiteface Mountain Research Observatory
"Wharton, Department of Statistics","Wharton, Department of Statistics"
ORALMR LLC,ORALMR LLC
"Wong, Biji","Wong, Biji"
"Woods Hole Oceanographic Institution, Quissett campus","Woods Hole Oceanographic Institution, Quissett campus"
Yale School of Public Health,Yale School of Public Health
Yakima Valley College,Yakima Valley College
Yale Peabody Museum of Natural History,Yale Peabody Museum of Natural History
"ORTHOMECHANICA, INC.","ORTHOMECHANICA, INC."
ORTHO HAUS LLC,ORTHO HAUS LLC
"ORSOBIO, INC.","ORSOBIO, INC."
"ORPRO THERAPEUTICS, INC.","ORPRO THERAPEUTICS, INC."
ORPHAGEN PHARMACEUTICALS,ORPHAGEN PHARMACEUTICALS
"ORLANDO REGIONAL HEALTHCARE SYSTEM, INC.","ORLANDO REGIONAL HEALTHCARE SYSTEM, INC."
POLY-ORTH INTERNATIONAL,POLY-ORTH INTERNATIONAL
POLYMERIX LLC,POLYMERIX LLC
POPCOM HEALTH INC,POPCOM HEALTH INC
"POLYNOVA CARDIOVASCULAR, INC","POLYNOVA CARDIOVASCULAR, INC"
Yale Univ. Dept of Geology & Geophysics,Yale University. Dept of Geology & Geophysics
ORIDIVUS LLC,ORIDIVUS LLC
Yale University School of Public Health,Yale University School of Public Health
POLYVASCULAR INC,POLYVASCULAR INC
ORI COMMUNITY AND EVALUATION SERVICES,ORI COMMUNITY AND EVALUATION SERVICES
"ORGANOS, INC.","ORGANOS, INC."
Yale University School of the Environment,Yale University School of the Environment
"ORBIT GENOMICS, INC.","ORBIT GENOMICS, INC."
"OPTICALX, LLC","OPTICALX, LLC"
OPTIC FRINGE CORP.,OPTIC FRINGE Corporation.
PRAG LLC,PRAG LLC
PRIME PACIFIC ENTERPRISES LLC,PRIME PACIFIC ENTERPRISES LLC
"ONWARD HEALTH, INC","ONWARD HEALTH, INC"
"PRETEL, INC.","PRETEL, INC."
"West Virginia University, Department of Chemistry","West Virginia University, Department of Chemistry"
"ONECYTE BIOTECHNOLOGIES, INC.","ONECYTE BIOTECHNOLOGIES, INC."
"PREVEP, INC.","PREVEP, INC."
PRHOBE INC,PRHOBE INC
"PRICING SERVICE, INC.","PRICING SERVICE, INC."
"PRIMARY BIOSCIENCE, INC.","PRIMARY BIOSCIENCE, INC."
ONE HEALTH STUDIO LLC,ONE HEALTH STUDIO LLC
"PRIMETIME LIFE SCIENCES, LLC","PRIMETIME LIFE SCIENCES, LLC"
OPAL THERAPEUTICS INC,OPAL THERAPEUTICS INC
West Hills College Lemoore,West Hills College Lemoore
West Aurora School District 129,West Aurora School District 129
"PRIMROSE BIO, INC.","PRIMROSE BIO, INC."
"ONE COW STANDING, LLC","ONE COW STANDING, LLC"
"PRINSES MAXIMA VOOR KINDERONCOLOGIE, BV","PRINSES MAXIMA VOOR KINDERONCOLOGIE, BV"
PRISSEM ACADEMIC SERVICES LLC,PRISSEM ACADEMIC SERVICES LLC
ZEALOUS RESEARCH LLC,ZEALOUS RESEARCH LLC
ONCURIE INC.,ONCURIE INC.
PRJCT B CO.,PRJCT B CO.
OPAL HTM INC,OPAL HTM INC
"ZABBIO, INC.","ZABBIO, INC."
"PRAIRIELEARN, INC.","PRAIRIELEARN, INC."
"PRECISION EPIGENOMICS, INC.","PRECISION EPIGENOMICS, INC."
"PRANIONS, INC.","PRANIONS, INC."
OPSIN BIOTHERAPEUTICS INC.,OPSIN BIOTHERAPEUTICS INC.
"Z-POLYMERS, LLC","Z-POLYMERS, LLC"
OPSICLEAR LLC,OPSICLEAR LLC
OPREMS LLC,OPREMS LLC
"PRAPELA, INC.","PRAPELA, INC."
"OPIAID, INC.","OPIAID, INC."
"PRE-CANCER DIAGNOSIS, LLC","PRE-CANCER DIAGNOSIS, LLC"
OPHTHALMOLOGY,OPHTHALMOLOGY
"OPHIREX, INC.","OPHIREX, INC."
Westat Inc,Westat Inc
"PRECISION MICROWAVE, INC.","PRECISION MICROWAVE, INC."
"PRECISION NEUROSCOPICS, INC","PRECISION NEUROSCOPICS, INC"
Wharton School of the University of Pennsylvania,Wharton School of the University of Pennsylvania
"PRECISION SENSING, LLC","PRECISION SENSING, LLC"
"PREDICTABLY HUMAN, INC.","PREDICTABLY HUMAN, INC."
OPENMINDXR LLC,OPENMINDXR LLC
"PREEMIE-PACER, LLC","PREEMIE-PACER, LLC"
PRENTKE ROMICH COMPANY,PRENTKE ROMICH COMPANY
"OPEN EPHYS, INC","OPEN EPHYS, INC"
"UTAH NAVAJO HEALTH SYSTEM, INC.","UTAH NAVAJO HEALTH SYSTEM, INC."
SC24 Conference - Georgia World Congress Center,SC24 Conference
"REVERAGEN BIOPHARMA, INC.","REVERAGEN BIOPHARMA, INC."
TRIC ROBOTICS LLC,TRIC ROBOTICS LLC
"TOP GRAIN TECHNOLOGIES, INC.","TOP GRAIN TECHNOLOGIES, INC."
"TORNADO THERAPEUTICS, INC.","TORNADO THERAPEUTICS, INC."
TORO BIO INC.,TORO BIO INC.
"TORRALVA MEDICAL THERAPEUTICS, LLC","TORRALVA MEDICAL THERAPEUTICS, LLC"
TOTAL ANALYSIS L.L.C.,TOTAL ANALYSIS L.L.C.
"TOTAL CHILD HEALTH, INC.","TOTAL CHILD HEALTH, INC."
"TOUGALOO COLLEGE, BIOLOGY DEPT","TOUGALOO COLLEGE, BIOLOGY DEPT"
"TOWARD A BETTER HUMANITY, LLC","TOWARD A BETTER HUMANITY, LLC"
TPL LLC,TPL LLC
TRACE BIOSCIENCES INC,TRACE BIOSCIENCES INC
"TRAMPOLINE PHARMA, INC.","TRAMPOLINE PHARMA, INC."
TRANQUILITY BIODESIGN LLC,TRANQUILITY BIODESIGN LLC
TRANSCEND INC,TRANSCEND INC
Urbanova,Urbanova
"Urban Studies Institute, Georgia State University","Urban Studies Institute, Georgia State University"
"TRANSCODE THERAPEUTICS, INC.","TRANSCODE THERAPEUTICS, INC."
"TRANSTIMULATION RESEARCH, INC.","TRANSTIMULATION RESEARCH, INC."
TRAVERSE BIOTECH II INC,TRAVERSE BIOTECH II INC
TREES ROI LLC,TREES ROI LLC
TREFOS INC,TREFOS INC
"TREKKA THERAPEUTICS, LLC","TREKKA THERAPEUTICS, LLC"
TRENTON SPEC SCHOOL DISTRICT,TRENTON SPEC SCHOOL DISTRICT
"TREOVIR, INC","TREOVIR, INC"
UofA Mathematics,UofA Mathematics
"TREVARX BIOMEDICAL, INC.","TREVARX BIOMEDICAL, INC."
TREYSTA MEDICAL TECHNOLOGIES LLC,TREYSTA MEDICAL TECHNOLOGIES LLC
University of the Virgin Islands,University of the Virgin Islands
"TOP BIOSCIENCES, LLC","TOP BIOSCIENCES, LLC"
"TONIX PHARMACEUTICALS, INC.","TONIX PHARMACEUTICALS, INC."
TOLKA.AI INC,TOLKA.AI INC
THIRD ELEMENT BIO INC.,THIRD ELEMENT BIO INC.
VARIABLES MACHINES COMPANY,VARIABLES MACHINES COMPANY
THENDOR THERAPEUTICS LLC,THENDOR THERAPEUTICS LLC
THERACEA PHARMA LC,THERACEA PHARMA LC
"THERADEX SYSTEMS, INC.","THERADEX SYSTEMS, INC."
"THERAFLUOR, INC.","THERAFLUOR, INC."
VAPOR CELL TECHNOLOGIES LLC,VAPOR CELL TECHNOLOGIES LLC
"THERAPEUTIC BANDAGE PRODUCTS, Inc.","THERAPEUTIC BANDAGE PRODUCTS, Inc."
"THERMEDICAL, INC.","THERMEDICAL, INC."
THEROMICS INC.,THEROMICS INC.
THIOZEN INC.,THIOZEN INC.
VANISH THERAPEUTICS INC.,VANISH THERAPEUTICS INC.
"THIRD COAST DYNAMICS, INC.","THIRD COAST DYNAMICS, INC."
THORMED INNOVATION LLC,THORMED INNOVATION LLC
"TOIVOA, INC","TOIVOA, INC"
"THRIVE DIGITAL HEALTH, LLC","THRIVE DIGITAL HEALTH, LLC"
"THRIVE NEUROMEDICAL, LLC","THRIVE NEUROMEDICAL, LLC"
"THYMMUNE THERAPEUTICS, INC","THYMMUNE THERAPEUTICS, INC"
"THYREOS, INC","THYREOS, INC"
"TIBARAY, INC.","TIBARAY, INC."
TIGATX INC,TIGATX INC
TILE FARM LLC,TILE FARM LLC
"TIRANOFF PRODUCTIONS, LLC","TIRANOFF PRODUCTIONS, LLC"
"TISSUEFORM, INC.","TISSUEFORM, INC."
Utica University,Utica University
"TOGETHER SENIOR HEALTH, INC.","TOGETHER SENIOR HEALTH, INC."
"TOI LABS, INC.","TOI LABS, INC."
TRIANGLE ENVIRONMENTAL HEALTH INITIATIVE LLC,TRIANGLE ENVIRONMENTAL HEALTH INITIATIVE LLC
"TRICORDER ARRAY TECHNOLOGIES, LLC","TRICORDER ARRAY TECHNOLOGIES, LLC"
THE INDUSTRIAL COMMONS,THE INDUSTRIAL COMMONS
TRIFOIL IMAGING,TRIFOIL IMAGING
University of Texas at Austin Bureau of Economic Geology,University of Texas
"Targeting Systems, Inc.","Targeting Systems, Inc."
Tarrant County College District,Tarrant County College District
"TearDx, LLC","TearDx, LLC"
"Technology Entrepreneur Center, Inc.","Technology Entrepreneur Center, Inc."
"Temblor, Inc.","Temblor, Inc."
Temple University - Of The Commonwealth System of Higher Educati,Temple University
Temple University-Of The Commonwealth System of Higher Education,Temple University-Of The Commonwealth System of Higher Education
Tender Food Inc.,Tender Food Inc.
Terasaki Institute for Biomedical Innovation,Terasaki Institute for Biomedical Innovation
Texas A & M AgriLife Research,Texas A & M AgriLife Research
"University of South Florida, Mathematics & Statistics","University of South Florida, Mathematics & Statistics"
Texas A&M Ecosystem Science and Management,Texas A&M Ecosystem Science and Management
Texas A&M Experiment Station,Texas A&M Experiment Station
Texas A&M University Agrilife Research,Texas A&M University Agrilife Research
Texas A&M University College of Dentistry,Texas A&M University College of Dentistry
Texas A&M University Department of Geography,Texas A&M University Department of Geography
University of South Florida College of Marine Science,University of South Florida College of Marine Science
Texas A&M University Department of Geology and Geophysics,Texas A&M University Department of Geology and Geophysics
University of South Florida Board of Trustees,University of South Florida Board of Trustees
Texas A&M University-Commerce/East Texas A&M University,Texas A&M University-Commerce/East Texas A&M University
Texas A&M-Commerce,Texas A&M-Commerce
Texas Southern University / Dept of Physics,Texas Southern University / Dept of Physics
University of South Carolina Research Foundation,University of South Carolina Research Foundation
Thayer School of Engineering,Thayer School of Engineering
University of Santa Cruz,University of Santa Cruz
University of Rhode Island Graduate School of Oceanography,University of Rhode Island Graduate School of Oceanography
"TYMPANOGEN, LLC","TYMPANOGEN, LLC"
University of Toledo College of Engineering,University of Toledo College of Engineering
"TYMORA ANALYTICAL OPERATIONS, LLC","TYMORA ANALYTICAL OPERATIONS, LLC"
"University of Washington, Paul Allen School for CSE","University of Washington, Paul Allen School for CSE"
TRIO PHARMACEUTICALS INC.,TRIO PHARMACEUTICALS INC.
"TRIPILL BIOTECHNOLOGY, CORP.","TRIPILL BIOTECHNOLOGY, Corporation."
University of the Virgin  Islands,University of the Virgin Islands
TRITONX INC.,TRITONX INC.
"TRU DIAGNOSTICS, INC.","TRU DIAGNOSTICS, INC."
TRULY TECHNOLOGIES LLC,TRULY TECHNOLOGIES LLC
University of Wisconsin-Madison Dept. of Agronomy,University of Wisconsin-Madison Dept. of Agronomy
University of Wisconsin-Madison / Trout Lake Research Station,University of Wisconsin-Madison / Trout Lake Research Station
"TRUSPIN NANOMATERIAL INNOVATION, INC.","TRUSPIN NANOMATERIAL INNOVATION, INC."
"University of Washington, eScience Institute","University of Washington, eScience Institute"
TRUSTEES OF BOSTON COLLEGE,BOSTON COLLEGE
"TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK, THE","COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK, THE"
"TRUSTEES OF PRINCETON UNIVERSITY, THE","PRINCETON UNIVERSITY, THE"
TYFAST ENERGY CORP.,TYFAST ENERGY Corporation.
"University of Washington, Department of Mathematics","University of Washington, Department of Mathematics"
"University of Virginia, Department of Physics","University of Virginia, Department of Physics"
TUBEROUS SCLEROSIS ALLIANCE,TUBEROUS SCLEROSIS ALLIANCE
University of Vermont and State Agricultural College,University of Vermont and State Agricultural College
TUNABOTICS LLC,TUNABOTICS LLC
TURBO POWER SEMICONDUCTOR INC.,TURBO POWER SEMICONDUCTOR INC.
University of Vermont & State Agriculture College,University of Vermont & State Agriculture College
University of Utah - Geology and Geophysics,University of Utah
"TURNER SCIENTIFIC, LLC","TURNER SCIENTIFIC, LLC"
TURTLETREE LABS INC.,TURTLETREE LABS INC.
"TVAX BIOMEDICAL, INC.","TVAX BIOMEDICAL, INC."
"TWINSTRAND BIOSCIENCES, INC.","TWINSTRAND BIOSCIENCES, INC."
"THE SWEET I AM, PLLC","THE SWEET I AM, PLLC"
THE HOUSE INSTITUTE FOUNDATION,THE HOUSE INSTITUTE FOUNDATION
The Arecibo Observatory,The Arecibo Observatory
"T3D THERAPEUTICS, INC.","T3D THERAPEUTICS, INC."
Stanford University (Mathematics Department),Stanford University (Mathematics Department)
Stanford University - Biology Department,Stanford University
Stanford University - Department of Biology,Stanford University
Stanford University Department of Mathematics,Stanford University Department of Mathematics
"Stanford University, Department of Mathematics","Stanford University, Department of Mathematics"
"Stanton, Lauren Ashely","Stanton, Lauren Ashely"
Startle Innovation LLC,Startle Innovation LLC
Stella and Charles Guttman Community College,Stella and Charles Guttman Community College
Stochastic Research Technologies LLC,Stochastic Research Technologies LLC
Stony Brook University - Center for Inclusive Education,Stony Brook University
Stony Brook University/Prof. Ben Hsiao,Stony Brook University/Prof. Ben Hsiao
"Strados Labs, Inc.","Strados Labs, Inc."
Strategic Energy Innovations,Strategic Energy Innovations
Suite A,Suite A
SunDensity Inc.,SunDensity Inc.
"SunFly Brands, Inc. c/o CoMotion, Fluke Hall @ University of WA","SunFly Brands, Inc. c/o CoMotion, Fluke Hall @ University of WA"
Super-Kamiokande Neutrino Observatory,Super-Kamiokande Neutrino Observatory
"SurfPlasma, Inc.","SurfPlasma, Inc."
Swift Coat,Swift Coat
Swinomish Indian Tribal Community,Swinomish Indian Tribal Community
Swinomish Indian Tribal Communiy,Swinomish Indian Tribal Communiy
